upstream_camera,downstream_camera,lag_minutes,correlation,samples
2701.0,2704.0,5.0,0.533852160467502,1477.0
2702.0,2704.0,5.0,0.4994275443945447,1477.0
2706.0,2704.0,5.0,0.592131182175099,1477.0
