upstream_camera,downstream_camera,upstream_time,downstream_time,propagation_lag_min,upstream_state,downstream_state,state_increase,sequence_id
2701,2704,2025-10-17 19:00:00,2025-10-17 19:10:00,10,0,3,3,5
2701,2704,2025-10-17 19:05:00,2025-10-17 19:10:00,5,0,3,3,5
2701,2704,2025-10-17 19:20:00,2025-10-17 19:35:00,15,0,3,3,5
2701,2704,2025-10-17 19:45:00,2025-10-17 20:00:00,15,0,3,3,5
2701,2704,2025-10-17 20:05:00,2025-10-17 20:10:00,5,0,3,3,5
2701,2704,2025-10-17 20:30:00,2025-10-17 20:35:00,5,0,3,3,5
2701,2704,2025-10-17 20:45:00,2025-10-17 20:50:00,5,0,3,3,5
2701,2704,2025-10-17 21:05:00,2025-10-17 21:10:00,5,0,3,3,5
2701,2704,2025-10-17 22:05:00,2025-10-17 22:10:00,5,0,3,3,5
2701,2704,2025-10-17 22:10:00,2025-10-17 22:15:00,5,0,3,3,5
2701,2704,2025-10-17 22:15:00,2025-10-17 22:20:00,5,0,3,3,5
2701,2704,2025-10-17 22:20:00,2025-10-17 22:25:00,5,0,3,3,5
2701,2704,2025-10-17 22:25:00,2025-10-17 22:30:00,5,0,3,3,5
2701,2704,2025-10-17 22:30:00,2025-10-17 22:35:00,5,0,3,3,5
2701,2704,2025-10-17 22:35:00,2025-10-17 22:40:00,5,0,3,3,5
2701,2704,2025-10-17 22:40:00,2025-10-17 22:45:00,5,0,3,3,5
2701,2704,2025-10-17 22:45:00,2025-10-17 22:50:00,5,0,3,3,5
2701,2704,2025-10-17 22:50:00,2025-10-17 22:55:00,5,0,3,3,5
2701,2704,2025-10-17 23:15:00,2025-10-17 23:20:00,5,0,3,3,5
2701,2704,2025-10-17 23:20:00,2025-10-17 23:25:00,5,0,3,3,5
2701,2704,2025-10-17 23:25:00,2025-10-17 23:30:00,5,0,3,3,5
2701,2704,2025-10-18 07:10:00,2025-10-18 07:15:00,5,0,2,2,6
2701,2704,2025-10-18 07:15:00,2025-10-18 07:20:00,5,0,2,2,6
2701,2704,2025-10-18 07:20:00,2025-10-18 07:30:00,10,0,2,2,6
2701,2704,2025-10-18 07:25:00,2025-10-18 07:30:00,5,0,2,2,6
2701,2704,2025-10-18 07:30:00,2025-10-18 07:35:00,5,0,2,2,6
2701,2704,2025-10-18 07:35:00,2025-10-18 07:40:00,5,0,2,2,6
2701,2704,2025-10-18 07:40:00,2025-10-18 07:45:00,5,0,2,2,6
2701,2704,2025-10-18 07:45:00,2025-10-18 07:50:00,5,0,2,2,6
2701,2704,2025-10-18 07:50:00,2025-10-18 07:55:00,5,0,2,2,6
2701,2704,2025-10-18 07:55:00,2025-10-18 08:00:00,5,0,2,2,6
2701,2704,2025-10-18 08:00:00,2025-10-18 08:05:00,5,0,2,2,6
2701,2704,2025-10-18 08:05:00,2025-10-18 08:10:00,5,0,2,2,6
2701,2704,2025-10-18 08:10:00,2025-10-18 08:15:00,5,0,2,2,6
2701,2704,2025-10-18 08:15:00,2025-10-18 08:20:00,5,0,2,2,6
2701,2704,2025-10-18 08:20:00,2025-10-18 08:25:00,5,0,2,2,6
2701,2704,2025-10-18 08:25:00,2025-10-18 08:30:00,5,0,2,2,6
2701,2704,2025-10-18 08:30:00,2025-10-18 08:35:00,5,0,2,2,6
2701,2704,2025-10-18 08:35:00,2025-10-18 08:40:00,5,0,2,2,6
2701,2704,2025-10-18 08:40:00,2025-10-18 08:45:00,5,0,2,2,6
2701,2704,2025-10-18 08:45:00,2025-10-18 08:50:00,5,0,2,2,6
2701,2704,2025-10-18 08:50:00,2025-10-18 08:55:00,5,0,2,2,6
2701,2704,2025-10-18 08:55:00,2025-10-18 09:00:00,5,0,2,2,6
2701,2704,2025-10-18 09:00:00,2025-10-18 09:05:00,5,0,2,2,6
2701,2704,2025-10-18 09:05:00,2025-10-18 09:10:00,5,0,2,2,6
2701,2704,2025-10-18 09:10:00,2025-10-18 09:15:00,5,0,2,2,6
2701,2704,2025-10-18 09:15:00,2025-10-18 09:20:00,5,0,2,2,6
2701,2704,2025-10-18 09:20:00,2025-10-18 09:25:00,5,0,2,2,6
2701,2704,2025-10-18 09:25:00,2025-10-18 09:30:00,5,0,2,2,6
2701,2704,2025-10-18 09:30:00,2025-10-18 09:35:00,5,0,2,2,6
2701,2704,2025-10-18 09:35:00,2025-10-18 09:40:00,5,0,2,2,6
2701,2704,2025-10-18 09:40:00,2025-10-18 09:45:00,5,0,2,2,6
2701,2704,2025-10-18 09:45:00,2025-10-18 09:50:00,5,0,2,2,6
2701,2704,2025-10-18 09:50:00,2025-10-18 09:55:00,5,0,2,2,6
2701,2704,2025-10-18 09:55:00,2025-10-18 10:00:00,5,0,2,2,6
2701,2704,2025-10-18 10:00:00,2025-10-18 10:05:00,5,0,2,2,6
2701,2704,2025-10-18 10:05:00,2025-10-18 10:10:00,5,0,2,2,6
2701,2704,2025-10-18 10:10:00,2025-10-18 10:15:00,5,0,2,2,6
2701,2704,2025-10-18 10:15:00,2025-10-18 10:20:00,5,0,2,2,6
2701,2704,2025-10-18 10:20:00,2025-10-18 10:25:00,5,0,2,2,6
2701,2704,2025-10-18 10:25:00,2025-10-18 10:30:00,5,0,2,2,6
2701,2704,2025-10-18 10:30:00,2025-10-18 10:35:00,5,0,2,2,6
2701,2704,2025-10-18 10:35:00,2025-10-18 10:40:00,5,0,2,2,6
2701,2704,2025-10-18 10:40:00,2025-10-18 10:45:00,5,0,2,2,6
2701,2704,2025-10-18 10:45:00,2025-10-18 10:50:00,5,0,2,2,6
2701,2704,2025-10-18 10:50:00,2025-10-18 10:55:00,5,0,2,2,6
2701,2704,2025-10-18 10:55:00,2025-10-18 11:00:00,5,0,2,2,6
2701,2704,2025-10-18 11:00:00,2025-10-18 11:05:00,5,0,2,2,6
2701,2704,2025-10-18 11:05:00,2025-10-18 11:10:00,5,0,2,2,6
2701,2704,2025-10-18 11:10:00,2025-10-18 11:15:00,5,0,2,2,6
2701,2704,2025-10-18 12:35:00,2025-10-18 12:40:00,5,0,2,2,6
2701,2704,2025-10-18 12:40:00,2025-10-18 12:45:00,5,0,2,2,6
2701,2704,2025-10-18 12:45:00,2025-10-18 12:50:00,5,0,2,2,6
2701,2704,2025-10-18 12:50:00,2025-10-18 12:55:00,5,0,2,2,6
2701,2704,2025-10-18 12:55:00,2025-10-18 13:00:00,5,0,2,2,6
2701,2704,2025-10-18 13:00:00,2025-10-18 13:05:00,5,0,2,2,6
2701,2704,2025-10-18 13:05:00,2025-10-18 13:10:00,5,0,2,2,6
2701,2704,2025-10-18 13:10:00,2025-10-18 13:15:00,5,0,2,2,6
2701,2704,2025-10-18 13:15:00,2025-10-18 13:20:00,5,0,2,2,6
2701,2704,2025-10-18 13:20:00,2025-10-18 13:25:00,5,0,2,2,6
2701,2704,2025-10-18 13:35:00,2025-10-18 13:40:00,5,0,2,2,6
2701,2704,2025-10-18 13:40:00,2025-10-18 13:45:00,5,0,2,2,6
2701,2704,2025-10-18 13:45:00,2025-10-18 13:50:00,5,0,2,2,6
2701,2704,2025-10-18 13:50:00,2025-10-18 13:55:00,5,0,2,2,6
2701,2704,2025-10-18 13:55:00,2025-10-18 14:00:00,5,0,2,2,6
2701,2704,2025-10-18 14:00:00,2025-10-18 14:05:00,5,0,2,2,6
2701,2704,2025-10-18 14:05:00,2025-10-18 14:10:00,5,0,2,2,6
2701,2704,2025-10-18 15:00:00,2025-10-18 15:05:00,5,0,2,2,6
2701,2704,2025-10-18 15:05:00,2025-10-18 15:10:00,5,0,2,2,6
2701,2704,2025-10-18 15:10:00,2025-10-18 15:15:00,5,0,2,2,6
2701,2704,2025-10-18 15:15:00,2025-10-18 15:20:00,5,0,2,2,6
2701,2704,2025-10-18 15:20:00,2025-10-18 15:25:00,5,0,2,2,6
2701,2704,2025-10-18 15:25:00,2025-10-18 15:30:00,5,0,2,2,6
2701,2704,2025-10-18 15:30:00,2025-10-18 15:35:00,5,0,2,2,6
2701,2704,2025-10-18 15:35:00,2025-10-18 15:40:00,5,0,2,2,6
2701,2704,2025-10-18 15:40:00,2025-10-18 15:45:00,5,0,2,2,6
2701,2704,2025-10-18 15:45:00,2025-10-18 15:50:00,5,0,2,2,6
2701,2704,2025-10-18 15:50:00,2025-10-18 15:55:00,5,0,2,2,6
2701,2704,2025-10-18 15:55:00,2025-10-18 16:00:00,5,0,2,2,6
2701,2704,2025-10-18 16:00:00,2025-10-18 16:05:00,5,0,2,2,6
2701,2704,2025-10-18 16:05:00,2025-10-18 16:10:00,5,0,2,2,6
2701,2704,2025-10-18 16:10:00,2025-10-18 16:15:00,5,0,2,2,6
2701,2704,2025-10-18 16:15:00,2025-10-18 16:20:00,5,0,2,2,6
2701,2704,2025-10-18 16:20:00,2025-10-18 16:25:00,5,0,2,2,6
2701,2704,2025-10-18 16:25:00,2025-10-18 17:00:00,35,2,3,1,6
2701,2704,2025-10-18 16:30:00,2025-10-18 17:00:00,30,2,3,1,6
2701,2704,2025-10-18 16:35:00,2025-10-18 17:00:00,25,2,3,1,6
2701,2704,2025-10-18 16:40:00,2025-10-18 17:00:00,20,2,3,1,6
2701,2704,2025-10-18 16:45:00,2025-10-18 17:00:00,15,2,3,1,6
2701,2704,2025-10-18 16:50:00,2025-10-18 17:00:00,10,2,3,1,6
2701,2704,2025-10-18 16:55:00,2025-10-18 17:00:00,5,2,3,1,6
2701,2704,2025-10-18 17:25:00,2025-10-18 17:30:00,5,0,3,3,6
2701,2704,2025-10-18 19:45:00,2025-10-18 19:50:00,5,0,3,3,6
2701,2704,2025-10-18 23:35:00,2025-10-18 23:40:00,5,0,3,3,6
2701,2704,2025-10-18 23:45:00,2025-10-18 23:50:00,5,0,3,3,6
2701,2704,2025-10-18 23:50:00,2025-10-18 23:55:00,5,0,3,3,6
2701,2704,2025-10-18 23:55:00,2025-10-19 00:00:00,5,0,3,3,6
2701,2704,2025-10-19 07:55:00,2025-10-19 08:00:00,5,0,2,2,7
2701,2704,2025-10-19 08:00:00,2025-10-19 08:05:00,5,0,2,2,7
2701,2704,2025-10-19 08:45:00,2025-10-19 08:50:00,5,0,2,2,7
2701,2704,2025-10-19 08:50:00,2025-10-19 08:55:00,5,0,2,2,7
2701,2704,2025-10-19 08:55:00,2025-10-19 09:00:00,5,0,2,2,7
2701,2704,2025-10-19 09:00:00,2025-10-19 09:05:00,5,0,2,2,7
2701,2704,2025-10-19 09:05:00,2025-10-19 09:10:00,5,0,2,2,7
2701,2704,2025-10-19 09:10:00,2025-10-19 09:15:00,5,0,2,2,7
2701,2704,2025-10-19 09:15:00,2025-10-19 09:20:00,5,0,2,2,7
2701,2704,2025-10-19 09:20:00,2025-10-19 09:25:00,5,0,2,2,7
2701,2704,2025-10-19 09:25:00,2025-10-19 09:30:00,5,0,2,2,7
2701,2704,2025-10-19 09:30:00,2025-10-19 09:35:00,5,0,2,2,7
2701,2704,2025-10-19 09:35:00,2025-10-19 09:40:00,5,0,2,2,7
2701,2704,2025-10-19 09:40:00,2025-10-19 09:45:00,5,0,2,2,7
2701,2704,2025-10-19 09:45:00,2025-10-19 09:50:00,5,0,2,2,7
2701,2704,2025-10-19 09:50:00,2025-10-19 09:55:00,5,0,2,2,7
2701,2704,2025-10-19 10:05:00,2025-10-19 10:10:00,5,0,2,2,7
2701,2704,2025-10-19 10:10:00,2025-10-19 10:15:00,5,0,2,2,7
2701,2704,2025-10-19 10:15:00,2025-10-19 10:20:00,5,0,2,2,7
2701,2704,2025-10-19 10:20:00,2025-10-19 10:25:00,5,0,2,2,7
2701,2704,2025-10-19 10:25:00,2025-10-19 10:30:00,5,0,2,2,7
2701,2704,2025-10-19 10:30:00,2025-10-19 10:35:00,5,0,2,2,7
2701,2704,2025-10-19 10:35:00,2025-10-19 10:40:00,5,0,2,2,7
2701,2704,2025-10-19 10:40:00,2025-10-19 10:45:00,5,0,2,2,7
2701,2704,2025-10-19 10:45:00,2025-10-19 10:50:00,5,0,2,2,7
2701,2704,2025-10-19 10:50:00,2025-10-19 10:55:00,5,0,2,2,7
2701,2704,2025-10-19 10:55:00,2025-10-19 11:00:00,5,0,2,2,7
2701,2704,2025-10-19 11:00:00,2025-10-19 11:05:00,5,0,2,2,7
2701,2704,2025-10-19 11:05:00,2025-10-19 11:10:00,5,0,2,2,7
2701,2704,2025-10-19 11:10:00,2025-10-19 11:15:00,5,0,2,2,7
2701,2704,2025-10-19 11:15:00,2025-10-19 11:20:00,5,0,2,2,7
2701,2704,2025-10-19 11:20:00,2025-10-19 11:25:00,5,0,2,2,7
2701,2704,2025-10-19 11:25:00,2025-10-19 11:30:00,5,0,2,2,7
2701,2704,2025-10-19 11:30:00,2025-10-19 11:35:00,5,0,2,2,7
2701,2704,2025-10-19 11:35:00,2025-10-19 11:40:00,5,0,2,2,7
2701,2704,2025-10-19 11:40:00,2025-10-19 11:45:00,5,0,2,2,7
2701,2704,2025-10-19 11:45:00,2025-10-19 11:50:00,5,0,2,2,7
2701,2704,2025-10-19 11:50:00,2025-10-19 11:55:00,5,0,2,2,7
2701,2704,2025-10-19 11:55:00,2025-10-19 12:00:00,5,0,2,2,7
2701,2704,2025-10-19 12:00:00,2025-10-19 12:05:00,5,0,2,2,7
2701,2704,2025-10-19 12:05:00,2025-10-19 12:10:00,5,0,2,2,7
2701,2704,2025-10-19 12:10:00,2025-10-19 12:15:00,5,0,2,2,7
2701,2704,2025-10-19 12:15:00,2025-10-19 12:20:00,5,0,2,2,7
2701,2704,2025-10-19 12:20:00,2025-10-19 12:25:00,5,0,2,2,7
2701,2704,2025-10-19 12:30:00,2025-10-19 12:35:00,5,0,2,2,7
2701,2704,2025-10-19 12:35:00,2025-10-19 12:40:00,5,0,2,2,7
2701,2704,2025-10-19 12:40:00,2025-10-19 12:45:00,5,0,2,2,7
2701,2704,2025-10-19 12:45:00,2025-10-19 12:50:00,5,0,2,2,7
2701,2704,2025-10-19 12:50:00,2025-10-19 12:55:00,5,0,2,2,7
2701,2704,2025-10-19 12:55:00,2025-10-19 13:00:00,5,0,2,2,7
2701,2704,2025-10-19 13:00:00,2025-10-19 13:05:00,5,0,2,2,7
2701,2704,2025-10-19 13:05:00,2025-10-19 13:10:00,5,0,2,2,7
2701,2704,2025-10-19 13:10:00,2025-10-19 13:15:00,5,0,2,2,7
2701,2704,2025-10-19 13:15:00,2025-10-19 13:20:00,5,0,2,2,7
2701,2704,2025-10-19 13:20:00,2025-10-19 13:25:00,5,0,2,2,7
2701,2704,2025-10-19 13:25:00,2025-10-19 13:30:00,5,0,2,2,7
2701,2704,2025-10-19 13:30:00,2025-10-19 13:35:00,5,0,2,2,7
2701,2704,2025-10-19 13:35:00,2025-10-19 13:40:00,5,0,2,2,7
2701,2704,2025-10-19 13:40:00,2025-10-19 13:45:00,5,0,2,2,7
2701,2704,2025-10-19 13:45:00,2025-10-19 13:50:00,5,0,2,2,7
2701,2704,2025-10-19 13:50:00,2025-10-19 13:55:00,5,0,2,2,7
2701,2704,2025-10-19 13:55:00,2025-10-19 14:00:00,5,0,2,2,7
2701,2704,2025-10-19 14:00:00,2025-10-19 14:05:00,5,0,2,2,7
2701,2704,2025-10-19 14:05:00,2025-10-19 14:10:00,5,0,2,2,7
2701,2704,2025-10-19 14:10:00,2025-10-19 14:15:00,5,0,2,2,7
2701,2704,2025-10-19 14:15:00,2025-10-19 14:20:00,5,0,2,2,7
2701,2704,2025-10-19 14:20:00,2025-10-19 14:25:00,5,0,2,2,7
2701,2704,2025-10-19 14:45:00,2025-10-19 14:50:00,5,0,2,2,7
2701,2704,2025-10-19 14:50:00,2025-10-19 14:55:00,5,0,2,2,7
2701,2704,2025-10-19 15:05:00,2025-10-19 15:10:00,5,0,2,2,7
2701,2704,2025-10-19 15:10:00,2025-10-19 15:15:00,5,0,2,2,7
2701,2704,2025-10-19 15:15:00,2025-10-19 15:20:00,5,0,2,2,7
2701,2704,2025-10-19 15:20:00,2025-10-19 15:25:00,5,0,2,2,7
2701,2704,2025-10-19 15:25:00,2025-10-19 15:30:00,5,0,2,2,7
2701,2704,2025-10-19 15:30:00,2025-10-19 15:35:00,5,0,2,2,7
2701,2704,2025-10-19 15:35:00,2025-10-19 15:40:00,5,0,2,2,7
2701,2704,2025-10-19 15:40:00,2025-10-19 15:45:00,5,0,2,2,7
2701,2704,2025-10-19 15:45:00,2025-10-19 15:50:00,5,0,2,2,7
2701,2704,2025-10-19 16:00:00,2025-10-19 17:00:00,60,2,3,1,7
2701,2704,2025-10-19 16:05:00,2025-10-19 17:00:00,55,2,3,1,7
2701,2704,2025-10-19 16:10:00,2025-10-19 17:00:00,50,2,3,1,7
2701,2704,2025-10-19 16:15:00,2025-10-19 17:00:00,45,2,3,1,7
2701,2704,2025-10-19 16:20:00,2025-10-19 17:00:00,40,2,3,1,7
2701,2704,2025-10-19 16:25:00,2025-10-19 17:00:00,35,2,3,1,7
2701,2704,2025-10-19 16:30:00,2025-10-19 17:00:00,30,2,3,1,7
2701,2704,2025-10-19 16:35:00,2025-10-19 17:00:00,25,2,3,1,7
2701,2704,2025-10-19 16:40:00,2025-10-19 17:00:00,20,2,3,1,7
2701,2704,2025-10-19 16:45:00,2025-10-19 17:00:00,15,2,3,1,7
2701,2704,2025-10-19 16:50:00,2025-10-19 16:55:00,5,0,2,2,7
2701,2704,2025-10-19 16:55:00,2025-10-19 17:00:00,5,0,3,3,7
2701,2704,2025-10-19 17:00:00,2025-10-19 17:05:00,5,0,3,3,7
2701,2704,2025-10-19 17:05:00,2025-10-19 17:10:00,5,0,3,3,7
2701,2704,2025-10-19 17:10:00,2025-10-19 17:15:00,5,0,3,3,7
2701,2704,2025-10-19 17:15:00,2025-10-19 17:20:00,5,0,3,3,7
2701,2704,2025-10-19 17:20:00,2025-10-19 17:25:00,5,0,3,3,7
2701,2704,2025-10-19 17:25:00,2025-10-19 17:30:00,5,0,3,3,7
2701,2704,2025-10-19 17:30:00,2025-10-19 17:35:00,5,0,3,3,7
2701,2704,2025-10-19 17:35:00,2025-10-19 17:40:00,5,0,3,3,7
2701,2704,2025-10-19 17:40:00,2025-10-19 17:45:00,5,0,3,3,7
2701,2704,2025-10-19 17:45:00,2025-10-19 17:50:00,5,0,3,3,7
2701,2704,2025-10-19 17:50:00,2025-10-19 17:55:00,5,0,3,3,7
2701,2704,2025-10-19 17:55:00,2025-10-19 18:00:00,5,0,3,3,7
2701,2704,2025-10-19 18:00:00,2025-10-19 18:05:00,5,0,3,3,7
2701,2704,2025-10-19 18:05:00,2025-10-19 18:10:00,5,0,3,3,7
2701,2704,2025-10-19 18:10:00,2025-10-19 18:15:00,5,0,3,3,7
2701,2704,2025-10-19 18:15:00,2025-10-19 18:20:00,5,0,3,3,7
2701,2704,2025-10-19 23:50:00,2025-10-19 23:55:00,5,0,3,3,7
2701,2704,2025-10-19 23:55:00,2025-10-20 00:00:00,5,0,3,3,7
2701,2704,2025-10-20 06:15:00,2025-10-20 06:20:00,5,0,2,2,8
2701,2704,2025-10-20 06:20:00,2025-10-20 06:25:00,5,0,2,2,8
2701,2704,2025-10-20 06:25:00,2025-10-20 06:30:00,5,0,2,2,8
2701,2704,2025-10-20 06:30:00,2025-10-20 06:35:00,5,0,2,2,8
2701,2704,2025-10-20 06:35:00,2025-10-20 06:40:00,5,0,2,2,8
2701,2704,2025-10-20 06:40:00,2025-10-20 06:45:00,5,0,2,2,8
2701,2704,2025-10-20 06:45:00,2025-10-20 06:50:00,5,0,2,2,8
2701,2704,2025-10-20 06:50:00,2025-10-20 06:55:00,5,0,2,2,8
2701,2704,2025-10-20 06:55:00,2025-10-20 07:00:00,5,0,2,2,8
2701,2704,2025-10-20 07:00:00,2025-10-20 07:05:00,5,0,2,2,8
2701,2704,2025-10-20 07:05:00,2025-10-20 07:10:00,5,0,2,2,8
2701,2704,2025-10-20 07:10:00,2025-10-20 07:15:00,5,0,2,2,8
2701,2704,2025-10-20 07:15:00,2025-10-20 07:20:00,5,0,1,1,8
2701,2704,2025-10-20 07:20:00,2025-10-20 07:25:00,5,0,2,2,8
2701,2704,2025-10-20 07:25:00,2025-10-20 07:30:00,5,0,2,2,8
2701,2704,2025-10-20 07:30:00,2025-10-20 07:35:00,5,0,2,2,8
2701,2704,2025-10-20 07:35:00,2025-10-20 07:40:00,5,0,2,2,8
2701,2704,2025-10-20 07:40:00,2025-10-20 07:45:00,5,0,2,2,8
2701,2704,2025-10-20 07:45:00,2025-10-20 07:50:00,5,0,2,2,8
2701,2704,2025-10-20 07:50:00,2025-10-20 07:55:00,5,0,2,2,8
2701,2704,2025-10-20 08:50:00,2025-10-20 08:55:00,5,1,2,1,8
2701,2704,2025-10-20 08:55:00,2025-10-20 09:00:00,5,0,2,2,8
2701,2704,2025-10-20 09:25:00,2025-10-20 09:30:00,5,1,2,1,8
2701,2704,2025-10-20 09:30:00,2025-10-20 09:35:00,5,0,2,2,8
2701,2704,2025-10-20 09:35:00,2025-10-20 09:40:00,5,0,2,2,8
2701,2704,2025-10-20 09:40:00,2025-10-20 09:45:00,5,0,2,2,8
2701,2704,2025-10-20 09:45:00,2025-10-20 09:50:00,5,0,2,2,8
2701,2704,2025-10-20 09:50:00,2025-10-20 09:55:00,5,0,2,2,8
2701,2704,2025-10-20 09:55:00,2025-10-20 10:00:00,5,0,2,2,8
2701,2704,2025-10-20 10:00:00,2025-10-20 10:05:00,5,0,2,2,8
2701,2704,2025-10-20 10:05:00,2025-10-20 10:10:00,5,0,2,2,8
2701,2704,2025-10-20 10:10:00,2025-10-20 10:15:00,5,0,2,2,8
2701,2704,2025-10-20 15:00:00,2025-10-20 16:00:00,60,2,3,1,8
2701,2704,2025-10-20 15:05:00,2025-10-20 16:00:00,55,2,3,1,8
2701,2704,2025-10-20 15:10:00,2025-10-20 16:00:00,50,2,3,1,8
2701,2704,2025-10-20 15:15:00,2025-10-20 16:00:00,45,2,3,1,8
2701,2704,2025-10-20 15:20:00,2025-10-20 15:25:00,5,0,2,2,8
2701,2704,2025-10-20 15:25:00,2025-10-20 16:00:00,35,2,3,1,8
2701,2704,2025-10-20 15:30:00,2025-10-20 16:00:00,30,2,3,1,8
2701,2704,2025-10-20 15:35:00,2025-10-20 16:00:00,25,2,3,1,8
2701,2704,2025-10-20 15:40:00,2025-10-20 16:00:00,20,2,3,1,8
2701,2704,2025-10-20 15:45:00,2025-10-20 16:00:00,15,2,3,1,8
2701,2704,2025-10-20 15:50:00,2025-10-20 16:00:00,10,2,3,1,8
2701,2704,2025-10-20 15:55:00,2025-10-20 16:00:00,5,2,3,1,8
2701,2704,2025-10-20 17:00:00,2025-10-20 17:05:00,5,0,3,3,8
2701,2704,2025-10-20 18:10:00,2025-10-20 18:15:00,5,0,3,3,8
2701,2704,2025-10-20 18:25:00,2025-10-20 18:30:00,5,0,3,3,8
2701,2704,2025-10-20 23:45:00,2025-10-20 23:50:00,5,0,3,3,8
2701,2704,2025-10-21 05:35:00,2025-10-21 05:40:00,5,0,1,1,9
2701,2704,2025-10-21 05:45:00,2025-10-21 05:50:00,5,0,1,1,9
2701,2704,2025-10-21 05:50:00,2025-10-21 05:55:00,5,0,1,1,9
2701,2704,2025-10-21 05:55:00,2025-10-21 06:00:00,5,0,1,1,9
2701,2704,2025-10-21 06:00:00,2025-10-21 06:05:00,5,0,1,1,9
2701,2704,2025-10-21 06:10:00,2025-10-21 06:15:00,5,0,1,1,9
2701,2704,2025-10-21 06:15:00,2025-10-21 06:20:00,5,0,1,1,9
2701,2704,2025-10-21 06:30:00,2025-10-21 06:35:00,5,0,1,1,9
2701,2704,2025-10-21 06:35:00,2025-10-21 06:40:00,5,0,1,1,9
2701,2704,2025-10-21 06:40:00,2025-10-21 06:45:00,5,0,1,1,9
2701,2704,2025-10-21 06:45:00,2025-10-21 06:50:00,5,0,1,1,9
2701,2704,2025-10-21 06:50:00,2025-10-21 06:55:00,5,0,1,1,9
2701,2704,2025-10-21 06:55:00,2025-10-21 07:00:00,5,0,1,1,9
2701,2704,2025-10-21 07:00:00,2025-10-21 07:05:00,5,0,1,1,9
2701,2704,2025-10-21 07:05:00,2025-10-21 07:10:00,5,0,1,1,9
2701,2704,2025-10-21 07:10:00,2025-10-21 07:15:00,5,0,1,1,9
2701,2704,2025-10-21 07:15:00,2025-10-21 07:20:00,5,0,1,1,9
2701,2704,2025-10-21 07:20:00,2025-10-21 07:25:00,5,0,1,1,9
2701,2704,2025-10-21 07:25:00,2025-10-21 07:35:00,10,0,1,1,9
2701,2704,2025-10-21 07:30:00,2025-10-21 07:35:00,5,0,1,1,9
2701,2704,2025-10-21 07:35:00,2025-10-21 07:40:00,5,0,1,1,9
2701,2704,2025-10-21 07:40:00,2025-10-21 07:45:00,5,0,1,1,9
2701,2704,2025-10-21 07:45:00,2025-10-21 07:50:00,5,0,1,1,9
2701,2704,2025-10-21 07:50:00,2025-10-21 07:55:00,5,0,1,1,9
2701,2704,2025-10-21 07:55:00,2025-10-21 08:00:00,5,0,1,1,9
2701,2704,2025-10-21 09:10:00,2025-10-21 09:15:00,5,0,1,1,9
2701,2704,2025-10-21 09:15:00,2025-10-21 09:20:00,5,0,1,1,9
2701,2704,2025-10-21 09:30:00,2025-10-21 09:35:00,5,0,1,1,9
2701,2704,2025-10-21 09:45:00,2025-10-21 09:50:00,5,0,1,1,9
2701,2704,2025-10-21 09:50:00,2025-10-21 09:55:00,5,0,1,1,9
2701,2704,2025-10-21 09:55:00,2025-10-21 10:00:00,5,0,1,1,9
2701,2704,2025-10-21 10:00:00,2025-10-21 10:05:00,5,0,1,1,9
2701,2704,2025-10-21 10:05:00,2025-10-21 10:10:00,5,0,1,1,9
2701,2704,2025-10-21 10:10:00,2025-10-21 10:15:00,5,0,1,1,9
2701,2704,2025-10-21 10:15:00,2025-10-21 10:20:00,5,0,1,1,9
2701,2704,2025-10-21 10:45:00,2025-10-21 10:50:00,5,0,1,1,9
2701,2704,2025-10-21 11:00:00,2025-10-21 11:05:00,5,0,1,1,9
2701,2704,2025-10-21 11:05:00,2025-10-21 11:10:00,5,0,1,1,9
2701,2704,2025-10-21 11:10:00,2025-10-21 11:15:00,5,0,1,1,9
2701,2704,2025-10-21 11:40:00,2025-10-21 11:45:00,5,0,1,1,9
2701,2704,2025-10-21 11:45:00,2025-10-21 11:50:00,5,0,1,1,9
2701,2704,2025-10-21 12:50:00,2025-10-21 12:55:00,5,0,1,1,9
2701,2704,2025-10-21 13:00:00,2025-10-21 13:05:00,5,0,1,1,9
2701,2704,2025-10-21 13:05:00,2025-10-21 13:10:00,5,0,1,1,9
2701,2704,2025-10-21 13:10:00,2025-10-21 13:15:00,5,0,1,1,9
2701,2704,2025-10-21 13:15:00,2025-10-21 13:20:00,5,0,1,1,9
2701,2704,2025-10-21 14:30:00,2025-10-21 14:35:00,5,0,1,1,9
2701,2704,2025-10-21 14:35:00,2025-10-21 14:40:00,5,0,1,1,9
2701,2704,2025-10-21 14:40:00,2025-10-21 14:45:00,5,0,1,1,9
2701,2704,2025-10-21 14:45:00,2025-10-21 14:50:00,5,0,1,1,9
2701,2704,2025-10-21 14:50:00,2025-10-21 14:55:00,5,0,1,1,9
2701,2704,2025-10-21 14:55:00,2025-10-21 15:00:00,5,0,1,1,9
2701,2704,2025-10-21 15:00:00,2025-10-21 15:05:00,5,0,1,1,9
2701,2704,2025-10-21 15:05:00,2025-10-21 15:15:00,10,0,1,1,9
2701,2704,2025-10-21 15:10:00,2025-10-21 15:15:00,5,0,1,1,9
2701,2704,2025-10-21 15:15:00,2025-10-21 15:20:00,5,0,1,1,9
2701,2704,2025-10-21 15:20:00,2025-10-21 15:25:00,5,0,1,1,9
2701,2704,2025-10-21 15:25:00,2025-10-21 15:30:00,5,0,1,1,9
